"Хятадын эрдэмтэд Европ, Америкийн зүүн эргээр тархсан коронавирус олон удаа мутацид орж анхныхаасаа хэд дахин аюултай болсныг анхааруулж байна. Тэд хэдэн арван өөр мутациудыг илрүүлсэн бөгөөд тэдгээр нь анхныхаасаа хэд дахин хурдтайгаар тээгчийнхээ биеийн эсүүдийг устгадаг аж. БНХАУ-ын Жөжиан их сургуулийн профессөр Ли Ланжуанаар ахлуулсан эрдэмтдийн багийнхны тайлбарлаж буйгаар хүн төрөлхтөн коронавирусийн хувьсах чадварыг хэтэрхий дутуу үнэлжээ. Тэд Ханжөү хотод хийсэн судалгааныхаа үр дүнд 11 өвчтөнөөс 33 өөр мутациудыг илрүүлсэн байна. Судлаачдын хэлж буйгаар бол тэдний илрүүлсэн мутациудын 60-аас илүү хувь нь цоо шинэ мутаци гэнэ. Хамгийн ихээр санаа зовоосон зүйл нь коронавирус хувьсах тусмаа шинэ мутациуд нь улам үхлийн аюултай болсоор байгаа аж. Тэдний олж мэдсэнчлэн одоогоор мэдэгдээд байгаа хамгийн аюултай мутаци л гэхэд анхныхаасаа 270 дахин их ачаалал үүсгэдэг болсон байна. “Ердөө 11 өвчтөнөөс шинжилгээ авч, судалж үзэхэд ийм үр дүн гарч байна. Харин дэлхий дээр 1.6 сая гаруй өвчтөн эмчилгээ хийлгэж байна. Бидэнтэй ижил судалгаа хийж байгаа эрдэмтэд тасралтгүй шинэ мутациуд илрүүлсээр байгаа” хэмээн судалгааны багийнхан ярьжээ. Вирусийн ачаалал гэж тодорхой хэмжээний биеийн шингэн, ялангуяа цусны сийвэнд тухайн вирус хэд байгааг хэлдэг гэнэ. Цаашлаад энэ нь эмгэг үүсгэгч биеэр хэр түргэн тарж, эсүүдийг устгах чадвартайг тодорхойлдог аж. Харамсалтай нь Хятад эрдэмтдийн илрүүлсэн тэрхүү 270 дахин хөнөөлт мутаци Итали, Испани дахь өвчтөнүүдийн биеэс илэрч байгаа вирустай маш ойролцоо байгаа гэнэ. Мөн АНУ-д Нью Йорк болон баруун эргүүдээр бүртгэгдсэн тохиолдлууд Европоос орж ирээд тарсан мутациуд байгаа бол зүүн эрэг дагуух мужуудад Хятадаас очиж тарсан коронавирус их бий гэнэ. Хэдий тийм ч чадал багатай вирус ч өндөр аюул дагуулж болохыг эрдэмтэд анхааруулжээ. Хамгийн чухал нь коронавирус ингэж их хувьсах нь вакцин бүтээх ажлыг нурааж болзошгүй юм. Нэг төрлийн вакцин бүх төрлийн мутацийг эсэргүүцэж чадахгүй байж магадгүй гэнэ. Эх сурвалж: RT.COM",Дэлхий
"Францад есөн настай сурагч хүү хоёрдугаар сард коронавирусийн халдвар авсан ч ойр дотно харилцаатай болон уулзаж, учирсан нэг ч хүндээ халдвар тараагаагүйг судалгаагаар баталж, хүүхдийн биеийн онцлогийг нарийн судалж үзэх хэрэгтэйг харуулжээ. Францын эрүүл мэндийн мэргэжилтнүүд халдвар авсан хүүд анхаарлаа хандуулан судалж үзэхэд тэрбээр гэр бүлийнхэн болон бусад 172 ойрын хавьтагчдаа халдвар тараагаагүй байжээ. Хүүтэй хавьтсан гэх бүх хүмүүсийг тусгаарласан ч тэднээс нэгнийх нь л шинжилгээний хариу эерэг гарсан байна. Гэвч эмч нар тухайн нэг иргэнийг хүүгээс өөр эх сурвалжаас халдвар авсан хэмээн дүгнэжээ. Халдварт өвчин судлалын сэтгүүлд хэвлэгдсэн судалгаанаас үзэхэд хүү коронавирусаас гадна хүнд, хөнгөн ханиадны халдвар авсан байжээ. Улмаар гэр бүлийн зарим гишүүдэд ханиад халдаасан ч коронавирусийг харин халдаагаагүй байна. Халдварт өвчин, вирус судлаач, судалгааны ахлагч доктор Костас Данисийн хэлснээр хүү халдвар авснаасаа хойш өөр гурван ч усан тэшүүрийн сургуульд очсон гэнэ. Гэвч түүнтэй уулзсан хэн ч халдвар аваагүй байна. Иймд судлаачид хүүхдийн биед өөр нэгэн онцлог бий хэмээн үзэж байгаа ажээ. Хүү хоёрдугаар сард усан тэшүүрийн Лес Контаминес-Монжойе төвд очсон аж. Тус газарт Их Британийн “супер тараагч” Стив Валш бас амарч байсан гэнэ. Валш халдвар авсныхаа дараа нэгдүгээр сард Сингапурт бизнес уулзалт хийж олон арван хүнд халдвар тараагаад, Францад очжээ. Эх сурвалж: RT.COM",Дэлхий
"Москвад гуравдугаар сарын дунд үед баригдаж эхэлсэн халдварт өвчний цоо шинэ эмнэлэг нээгдэж, өвчтөнүүдээ хүлээн авч эхэллээ. 800 ортой тус эмнэлэг байдал хүндэрсээр байгаа ОХУ-ын эрүүл мэндийн салбарт хамгийн их хэрэгтэй байгаа тусламж болж байна. Өдгөө ОХУ-д 52763 халдварын тохиолдол бүртгэгдсэний талаас илүү хувь нь нийслэл Москва хотод байна. Сүүлийн 24 цагт 5642 тохиолдол шинээр бүртгэгдсэн. Шинэ эмнэлэг өдөрт 10 мянган шинжилгээ хийх чадалтайгаас гадна 1300 ажилтан байрлан ажиллах боломжтой дотуур байртай гэнэ. “Эмнэлэг 26 мянга гаруй нэгж эмнэлгийн хэрэгсэл, тавилга, ажилчдын хамгаалалтын хувцас авсан. Эмнэлгийн бүх ор шаардлагатай тохиолдолд эрчимт эмчилгээний ор болох  боломжтой. Эхний ээлжинд өчигдөр/2020.04.21/20 өвчтөн хүлээн аваад байна. Өнөөдөр харин 500 ажилтан ажиллаж эхлэх бөгөөд бид чадварлаг хамт олон бүрдүүлсээр байгаа. Манай эмнэлэг мянга гаруй ажлын байртай” хэмээн эмнэлгийн ерөнхий эмч Сергей Переходов ярьжээ. Эмнэлэг цар тахал дарагдсаны дараа ч ажилласаар байна хэмээн Москва хотын дарга Сергей Собянин мэдэгджээ. Шинэ эмнэлэг “Демиховийн 68-р эмнэлэг” нийслэлийн Шинэ Москва гэгдэх газрын Вороновкое тосгонд баригджээ. Барилгын ажил өнгөрсөн сард эхэлснээс хойш нийт 11 мянган барилгачин ажилласан гэнэ. Эх сурвалж: RT.COM",Дэлхий
"Хойд Солонгосын удирдагч Ким Жон Ун мэс засалд орсны дараа бие нь сайнгүй байгаа тухай олон улсын хэвлэлүүд мэдээлсэн билээ. Тэгвэл АНУ-ын Ерөнхийлөгч Дональд Трамп энэ мэдээллийн араас Ким Жон Унд сайныг хүсч буйгаа Цагаан ордны хэвлэлийн хурлын үеэр мэдэгджээ.  Дональд Трамп хэлэхдээ “Би түүнийг сайн байгаа гэж найдаж байна. Хэрэв эх сурвалжуудад мэдээлсэн шиг нөхцөл байдалд байгаа бол энэ маш ноцтой. Би мэдээлэл үнэн эсэхийг мэдэхгүй. Тиймээс түүнд сайныг хүсье гэж л хэлж чадах байна” хэмээсэн аж. Ким Жон Ун өнгөрсөн долоо хоногт Хойд Солонгосыг үндэслэгч Ким Ир Сений төрсөн өдрийн арга хэмжээнд оролцоогүй нь олны анхаарлыг татсан юм. Удалгүй түүнийг зүрхний өвчний мэс засалд орсон талаар Өмнөд Солонгосын эх сурвалжууд мэдээлсэн билээ. Ким Жон Ун нь илүү жинтэй, тамхи их татдаг, ядаргаа зэргээс шалтгаалан зүрхний өвчнөөр өвдсөн гэж эх сурвалжууд мэдээлсэн. АНУ-ын Ерөнхийлөгч Дональд Трамп 2018 оны зургадугаар сард Сингапурт Хойд Солонгосын удирдагчтай анх удаа, дараа нь 2019 онд Вьетнамд хоёр дахь удаагаа нүүр тулан уулзсан билээ. Тэд хоорондоо захидал солилцсон талаар эх сурвалжууд мэдээлдэг. Эх сурвалж: Agence France-Presse",Дэлхий
"ОХУ-д “covid-19” өвчинтэй хүмүүсийг эмчилж байсан бөөрний эмч халдвараар нас барсныг хамт ажиллагсад нь мэдээлжээ. 56 настай Максим Старинский нь Москва хот дахь коронавирусийн халдварыг эмчлэх Коммунарка эмнэлэгт нас баржээ. Тэрбээр Ахмад дайчдын гуравдугаар эмнэлэгт ажиллаж байхдаа халдвар авсан аж. Максим Старинский нь ОХУ-д коронавирусийн халдвараар нас барсан анхны эмч болов. Эх сурвалжийн мэдээлснээр Ахмад дайчдын гуравдугаар эмнэлгийн 64 эмч, эмнэлгийн ажилтан өнгөрсөн долоо хоногт коронавирусийн халдвараар оношлогджээ. Түүнчлэн дээрх хоёр эмнэлэгт хоёр эмнэлгийн ажилтан эрчимт эмчилгээнд байгаа аж. ОХУ-д өнөөдөр халдварын нийт тоо 52763 болж өссөн ба 456 хүн нас баржээ. Эх сурвалж: The Moscow Times",Дэлхий
"Оксфорд их сургуулийн эрдэмтдийн гарган авсан коронавирусийн эсрэг вакциныг маргаашаас (2020.4.23) эхлэн хүн дээр турших талаар Их Британийн Эрүүл мэндийн сайд Матт Ханкок мэдэгджээ. Их сургуулийн эрдэмтдийн багийн гишүүдийн мэдээлснээр вакцины туршилт амжилттай болбол ирэх есдүгээр сараас олон сая тунгаар үйлдвэрлэж эхлэх боломжтой гэж тооцжээ. Коронавирусийн халдварт өвчний эсрэг вакцин гаргахаар олон орны эрдэмтэд цагтай уралдан ажиллаж байгаа ч өнөөдрийн байдлаар олон улсад 175 мянга гаруй хүн хэдийн нас барж, эдийн засгийн том хямрал үүсгээд байна. Их Британийн эрүүл мэндийн сайд хэвлэлийн хурлын үеэр мэдэгдэхдээ вакцин гарган авах ажилд Засгийн газраас гол анхаарлаа хандуулж, Оксфорд их сургуулийн эрдэмтдийн багт 20 сая фунт-стерлингийн санхүүжилт олгожээ. Түүнчлэн Лондон дахь Эзэн хааны коллежийн судалгааны ажилд 22,5 сая фунт-стерлингийг төсөвлөсөн байна. Эх сурвалж: The Independent",Дэлхий
"Коронавирусийн халдвараас сэргийлсэн хөл хорионы арга хэмжээнээс шалтгаалан ОХУ-ын дээд шүүх хуралдаанаа онлайнаар явуулахаар шийдвэрлэжээ. Энэ нь Дээд шүүх хуралдаанаа өөр хэлбэрээр хийж байгаа анхны тохиолдол юм. Эхний ээлжинд иргэний хэргийн маргаантай холбоотой шүүх хурлыг онлайнаар хийхээр болсон байна. Нэхэмжлэгч болон хариуцагч талууд гэрээсээ, эсвэл албан өрөөнөөсөө өөр өөрсдийн электрон төхөөрөмжийг ашиглан оролцох ажээ. Шүүх хуралд оролцогч талууд онлайнд хуралд оролцох төлөөлөгчдийн бүрэн эрхтэйг баталгаажуулсан албан бичиг, мөн ашиглах интернэт урсгал нь баталгаат компанийх гэдгийг нотолсон албан бичгийг Дээд шүүхэд ирүүлэх учиртай. Дээд шүүхийн зүгээс эдгээрийн хүлээн авч нягтлаад онлайн шүүх хуралдаанд оролцох эрх үүссэнийг цахим шуудангаар мэдэгдэх ажээ. Энэ хэлбэр нь өнөөгийн үүссэн нөхцөл байдалтай холбоотойгоор бий болж байгаа ч шүүх хуралд биеэр ирж оролцох боломжгүй иргэдийн хувьд хэрэглэж болох арга байхыг үгүйсгэхгүй хэмээн Дээд шүүх үзэж байна. Эх сурвалж: РИА НОВОСТИ",Дэлхий
"Дэлхий дахинаа өчигдөр коронавирусийн халдвараар нийт 7042 хүн нас барсны 2802 нь АНУ-д нас барснаар бусад орныг тэргүүлж байна. АНУ-д нийтдээ 45316 хүн нас барж, 819805 хүн халдвар авчээ. Үүнээс гадна Хавайд өчигдөр халдвараар хоёр хүн нас барснаар нийт 586 хүн нас баржээ. Түүнчлэн Их Британид сүүлийн 20 хоногт нас баралт буурч байсан ч Мягмар гаригт дахин нэмэгдэж, 828 хүн халдвараар хорвоог орхижээ. Их Британид өчигдөр халдварын 4301 тохиолдол шинээр нэмэгдэж, нийт  129044 халдвар авсан байна. Мөн Италид 534, Францад 531, Испанид 430, Германд 224 хүн өнгөрсөн хоногт халдвараар нас баржээ. Олон улсад халдвараар нийтдээ 2 сая 556 мянга 421 хүн өвчилсөн байна. Үүний зэрэгцээ Грект 148 дүрвэгч халдвараар оношлогджээ. Грекийн өмнөд хэсгийн Краниди хот дахь зочид буудалд 450 дүрвэгчийг тусгаарласан ба олонх нь Африк тивээс ирсэн аж. Тус улс дахь хоёр дүрвэгсдийн баазад халдвар бүртгэгдээд байна. Эх сурвалж: BBC, worldometers",Дэлхий
"Хойд Солонгосын удирдагч Ким Жон Уны эрүүл мэндийн талаар зөрчилдөөнтэй, эргэлзээтэй мэдээллүүд сүүлийн өдрүүдэд дэлхийн томооохон хэвлэлүүдийн нүүрийг дүүргэж байна. Тэрбээр энэ сарын 12-ны өдрөөс хойш олон нийтийн өмнө гарч ирээгүй ба дэлхий дээр байгаа цорын ганц удам залгасан коммунист удирдагчтай улсын талаар ч олон таамаглалууд гарч ирсэн юм. Тус улсын хувьд хамгийн чухал арга хэмжээ болох БНАСАУ-ыг үндэслэгч Ким Ир Сений мэндэлсэн өдөр буюу “Нарны өдөр” ч Ким Жон Ун үзэгдсэнгүй. Төрийн эрхэнд гарсан цагаасаа энэ өдрийг алгасч байгаагүй түүний хувьд энэ удаа үүнээс илүү том шалтгаан гарсан нь эргэлзээгүй. Удалгүй Ким Жон Ун олны өмнө үзэгдэхээ байсан нь зүрхний хүнд мэс засалд орсонтой холбоотой гэж Өмнөд Солонгост төвтэй Хойд Солонгосын талаар мэдээ бэлтгэдэг “Daily NK” сайт мэдээлж, араас нь АНУ-ын томоохон хэвлэлүүд дээр ч мөн адил утгатай мэдээллүүд цацагдав. Бүр АНУ-ын тагнуулынхан түүний биеийн байдлыг ажиглаж байгаа гэв. Гэтэл Өмнөд Солонгос болон Хятадын Засгийн газрын эх сурвалжууд Кимийн эрүүл мэндийн тухай дээрх мэдээллүүдийг няцаасан юм. Хойд Солонгосын өөрийнх нь эх сурвалжууд ч Ким Жон Уны талаар мэдээллийг няцаахаар түүнийг “Кубийн Ерөнхийлөгчид төрсөн өдрийн мэндчилгээ илгээсэн” гэх мэдээлэл цацсан байна. Ким Жон Ун болон түүнийг тойрон хүрээлэгчдийн талаар мэдээлэл маш хомс, өндөр нууцлалтай байдаг. Тиймдээ ч үнэн, худал олон таамаглал, цуу яриа гардаг. Өмнөд Солонгосын Кукминий их сургуулийн профессор, Хойд Солонгосын асуудал хариуцсан мэргэжилтэн Андрей Ланков “Кимийн хувийн амьдралын нарийн ширийн зүйлийг цөөхөн хүн мэддэг. Тэдгээр хүмүүс нь мэдсэн зүйлийнхээ талаар барагтай бол ярихгүй. Тэдний хувьд амь настай нь холбоотой асуудал үүсч болох учир тэд тийм ч амар ам нээхгүй” хэмээн хэлжээ. Хойд Солонгосыг судалж буй судлаач, шинжээчид үнэнийг олж мэдэхийн тулд хиймэл дагуулын зургаас эхлээд оргож дүрвэсэн хүмүүсийн мэдээлэл гээд мэдээллийн бүхий л сувгийг ашигладаг байна. Ким Жон Уны эцэг Ким Жон Иль 2011 онд нас барахад хоёр хоногийн дараа Хойд Солонгосын телевизээр энэ тухай мэдээлэл гарах хүртэл гадны тагнуулын ажилтнууд мэдээгүй байв. Кимийн биеийн байдал сайнгүй байгаа гэх таамаглалыг өөр нэгэн нөхцөл байдал баталж байгаа аж. Ким Жон Уны төрсөн дүү Ким Ё Жон сүүлийн үед улсын томоохон үйл хэргийг гүйцэлдүүлэхэд ахтайгаа ойр харагдах болсон нь удирдагч Ким өөрөө улс орноо удирдах боломжгүй болсон тул эрх мэдлээ дүүдээ өвлүүлэх гэж байж магадгүй гэх таамаглал мөн эрчимтэй тарж байна.  Эх сурвалж: TIME",Дэлхий
"Дэлхийн улс орны иргэд коронавирусийг аюул гэж үзэх нь нэмэгдэж байгааг Gallup International болон Оросын судалгааны ""Ромир” төвийн хамтран хийсэн судалгаа харуулжээ. Судалгааг 18 улсын 17 мянган хүнийг хамруулан гуравдугаар сарын сүүл, дөрөвдүгээр сарын эхээр хийсэн байна. Коронавирус өөрийнх нь болоод ойр дотных нь хүмүүсийн эрүүл мэнд, амь насанд аюул учруулж магадгүй гэж санаа зовох хүмүүсийн тоо гуравдугаар сард 67 хувь байснаа дөрөвдүгээр сард 75 хувь болон нэмэгдсэн байна. Коронаюирусээс сэргийлсэн арга хэмжээнүүд нь хэтэрхий дөвийлгөсөн, сүртэй гэж үзэж байсан хүмүүсийн тоо эсрэгээрээ 49 хувиас 33 хувь болон буурчээ. Оросын иргэдийн 54 хувь нь гуравдугаар сард коронавирусаас сэргийлсэн арга хэмжээ нь хэь дөвийлгөсөн гэж үзэж байсан бол дөрөвдүгээр сард ингэж үзэж байгаа нь 45 болж буурчээ. Мөн энэ вирус амь насанд аюултай гэж үзэж байгаа хүмүүсийн хувь гуравдугаар сард 37 хувь байснаа дөрөвдүгээр сард 45 хувь болж нэмэгджээ. ""Дэлхий нийтээрээ өөрийн мэдэлгүй айдаст автсаныг энэ судалгаа харууллаа. Коронавирустэй холбоотой мэдээлэл глобалчлагдсаныг хэн ч анзаарсангүй, дэлхий нийтээрээ өдөр болгон халдварын мэдээлэлд анхаарал хандуулж байна” хэмээн ""Ромир"" төвийн захирал Андрей Милёхин РИА Новости-д ярьжээ. Эх сурвалж: РИА НОВОСТИ",Дэлхий
